年（和暦）,年（西暦）,月,種別,性別,数・率
平成25,2013,11,人口増減,男,-243
平成25,2013,11,人口増減,女,97
平成25,2013,11,社会増減,総数,-296
平成25,2013,11,社会増減,男,-228
平成25,2013,11,社会増減,女,-68
平成25,2013,11,市外移動_転入,総数,8564
平成25,2013,11,市外移動_転入,男,4494
平成25,2013,11,市外移動_転入,女,4070
平成25,2013,11,市外移動_転出,総数,8823
平成25,2013,11,市外移動_転出,男,4674
平成25,2013,11,市外移動_転出,女,4149
平成25,2013,11,市内移動_転入,総数,5598
平成25,2013,11,市内移動_転入,男,2837
平成25,2013,11,市内移動_転入,女,2761
平成25,2013,11,市内移動_転出,総数,5590
平成25,2013,11,市内移動_転出,男,2833
平成25,2013,11,市内移動_転出,女,2757
平成25,2013,11,その他増減,総数,-45
平成25,2013,11,その他増減,男,-52
平成25,2013,11,その他増減,女,7
平成25,2013,11,自然増減,総数,150
平成25,2013,11,自然増減,男,-15
平成25,2013,11,自然増減,女,165
平成25,2013,11,出生,総数,2535
平成25,2013,11,出生,男,1302
平成25,2013,11,出生,女,1233
平成25,2013,11,死亡,総数,2385
平成25,2013,11,死亡,男,1317
平成25,2013,11,死亡,女,1068
平成25,2013,11,人口増減率,,-0.00394
平成25,2013,11,社会増減率,,-0.00799
平成25,2013,11,自然増減率,,0.00405
平成25,2013,12,世帯数増減,,-275
平成25,2013,12,人口増減,総数,-594
平成25,2013,12,人口増減,男,-495
平成25,2013,12,人口増減,女,-99
平成25,2013,12,社会増減,総数,-633
平成25,2013,12,社会増減,男,-475
平成25,2013,12,社会増減,女,-158
平成25,2013,12,市外移動_転入,総数,8679
平成25,2013,12,市外移動_転入,男,4595
平成25,2013,12,市外移動_転入,女,4084
平成25,2013,12,市外移動_転出,総数,9147
平成25,2013,12,市外移動_転出,男,4921
平成25,2013,12,市外移動_転出,女,4226
平成25,2013,12,市内移動_転入,総数,5571
平成25,2013,12,市内移動_転入,男,2860
平成25,2013,12,市内移動_転入,女,2711
平成25,2013,12,市内移動_転出,総数,5568
平成25,2013,12,市内移動_転出,男,2858
平成25,2013,12,市内移動_転出,女,2710
平成25,2013,12,その他増減,総数,-168
平成25,2013,12,その他増減,男,-151
平成25,2013,12,その他増減,女,-17
平成25,2013,12,自然増減,総数,39
平成25,2013,12,自然増減,男,-20
平成25,2013,12,自然増減,女,59
平成25,2013,12,出生,総数,2473
平成25,2013,12,出生,男,1283
平成25,2013,12,出生,女,1190
平成25,2013,12,死亡,総数,2434
平成25,2013,12,死亡,男,1303
平成25,2013,12,死亡,女,1131
平成25,2013,12,人口増減率,,-0.01604
平成25,2013,12,社会増減率,,-0.01709
平成25,2013,12,自然増減率,,0.00105
平成26,2014,1,世帯数増減,,-339
平成26,2014,1,人口増減,総数,-1033
平成26,2014,1,人口増減,男,-712
平成26,2014,1,人口増減,女,-321
平成26,2014,1,社会増減,総数,-472
平成26,2014,1,社会増減,男,-318
平成26,2014,1,社会増減,女,-154
平成26,2014,1,市外移動_転入,総数,8332
平成26,2014,1,市外移動_転入,男,4562
平成26,2014,1,市外移動_転入,女,3770
平成26,2014,1,市外移動_転出,総数,8569
平成26,2014,1,市外移動_転出,男,4714
平成26,2014,1,市外移動_転出,女,3855
平成26,2014,1,市内移動_転入,総数,4846
平成26,2014,1,市内移動_転入,男,2482
平成26,2014,1,市内移動_転入,女,2364
平成26,2014,1,市内移動_転出,総数,4841
平成26,2014,1,市内移動_転出,男,2477
平成26,2014,1,市内移動_転出,女,2364
平成26,2014,1,その他増減,総数,-240
平成26,2014,1,その他増減,男,-171
平成26,2014,1,その他増減,女,-69
平成26,2014,1,自然増減,総数,-561
平成26,2014,1,自然増減,男,-394
平成26,2014,1,自然増減,女,-167
平成26,2014,1,出生,総数,2720
平成26,2014,1,出生,男,1396
平成26,2014,1,出生,女,1324
平成26,2014,1,死亡,総数,3281
平成26,2014,1,死亡,男,1790
平成26,2014,1,死亡,女,1491
平成26,2014,1,人口増減率,,-0.02789
平成26,2014,1,社会増減率,,-0.01275
平成26,2014,1,自然増減率,,-0.01515
平成26,2014,2,世帯数増減,,-404
平成26,2014,2,人口増減,総数,-1263
平成26,2014,2,人口増減,男,-727
平成26,2014,2,人口増減,女,-536
平成26,2014,2,社会増減,総数,-878
平成26,2014,2,社会増減,男,-485
平成26,2014,2,社会増減,女,-393
平成26,2014,2,市外移動_転入,総数,8812
平成26,2014,2,市外移動_転入,男,4806
平成26,2014,2,市外移動_転入,女,4006
平成26,2014,2,市外移動_転出,総数,9527
平成26,2014,2,市外移動_転出,男,5139
平成26,2014,2,市外移動_転出,女,4388
平成26,2014,2,市内移動_転入,総数,5603
平成26,2014,2,市内移動_転入,男,2896
平成26,2014,2,市内移動_転入,女,2707
平成26,2014,2,市内移動_転出,総数,5595
平成26,2014,2,市内移動_転出,男,2891
平成26,2014,2,市内移動_転出,女,2704
平成26,2014,2,その他増減,総数,-171
平成26,2014,2,その他増減,男,-157
平成26,2014,2,その他増減,女,-14
平成26,2014,2,自然増減,総数,-385
平成26,2014,2,自然増減,男,-242
平成26,2014,2,自然増減,女,-143
平成26,2014,2,出生,総数,2249
平成26,2014,2,出生,男,1165
平成26,2014,2,出生,女,1084
平成26,2014,2,死亡,総数,2634
平成26,2014,2,死亡,男,1407
平成26,2014,2,死亡,女,1227
平成26,2014,2,人口増減率,,-0.03411
平成26,2014,2,社会増減率,,-0.02372
平成26,2014,2,自然増減率,,-0.0104
平成26,2014,3,世帯数増減,,5615
平成26,2014,3,人口増減,総数,1131
平成26,2014,3,人口増減,男,221
平成26,2014,3,人口増減,女,910
平成26,2014,3,社会増減,総数,1361
平成26,2014,3,社会増減,男,451
平成26,2014,3,社会増減,女,910
平成26,2014,3,市外移動_転入,総数,26335
平成26,2014,3,市外移動_転入,男,14200
平成26,2014,3,市外移動_転入,女,12135
平成26,2014,3,市外移動_転出,総数,25008
平成26,2014,3,市外移動_転出,男,13712
平成26,2014,3,市外移動_転出,女,11296
平成26,2014,3,市内移動_転入,総数,9032
平成26,2014,3,市内移動_転入,男,4572
平成26,2014,3,市内移動_転入,女,4460
平成26,2014,3,市内移動_転出,総数,9023
平成26,2014,3,市内移動_転出,男,4565
平成26,2014,3,市内移動_転出,女,4458
平成26,2014,3,その他増減,総数,25
平成26,2014,3,その他増減,男,-44
平成26,2014,3,その他増減,女,69
平成26,2014,3,自然増減,総数,-230
平成26,2014,3,自然増減,男,-230
平成26,2014,3,自然増減,女,0
平成26,2014,3,出生,総数,2406
平成26,2014,3,出生,男,1223
平成26,2014,3,出生,女,1183
平成26,2014,3,死亡,総数,2636
平成26,2014,3,死亡,男,1453
平成26,2014,3,死亡,女,1183
平成26,2014,3,人口増減率,,0.03056
平成26,2014,3,社会増減率,,0.03677
平成26,2014,3,自然増減率,,-0.00621
平成26,2014,4,世帯数増減,,5274
平成26,2014,4,人口増減,総数,6029
平成26,2014,4,人口増減,男,3151
平成26,2014,4,人口増減,女,2878
平成26,2014,4,社会増減,総数,6236
平成26,2014,4,社会増減,男,3310
平成26,2014,4,社会増減,女,2926
平成26,2014,4,市外移動_転入,総数,19194
平成26,2014,4,市外移動_転入,男,10644
平成26,2014,4,市外移動_転入,女,8550
平成26,2014,4,市外移動_転出,総数,12803
平成26,2014,4,市外移動_転出,男,7237
平成26,2014,4,市外移動_転出,女,5566
平成26,2014,4,市内移動_転入,総数,7071
平成26,2014,4,市内移動_転入,男,3653
平成26,2014,4,市内移動_転入,女,3418
平成26,2014,4,市内移動_転出,総数,7065
平成26,2014,4,市内移動_転出,男,3648
平成26,2014,4,市内移動_転出,女,3417
平成26,2014,4,その他増減,総数,-161
平成26,2014,4,その他増減,男,-102
平成26,2014,4,その他増減,女,-59
平成26,2014,4,自然増減,総数,-207
平成26,2014,4,自然増減,男,-159
平成26,2014,4,自然増減,女,-48
平成26,2014,4,出生,総数,2339
平成26,2014,4,出生,男,1190
平成26,2014,4,出生,女,1149
平成26,2014,4,死亡,総数,2546
平成26,2014,4,死亡,男,1349
平成26,2014,4,死亡,女,1197
平成26,2014,4,人口増減率,,0.16285
平成26,2014,4,社会増減率,,0.16845
平成26,2014,4,自然増減率,,-0.00559
平成26,2014,5,世帯数増減,,916
平成26,2014,5,人口増減,総数,844
平成26,2014,5,人口増減,男,269
平成26,2014,5,人口増減,女,575
平成26,2014,5,社会増減,総数,787
平成26,2014,5,社会増減,男,314
平成26,2014,5,社会増減,女,473
平成26,2014,5,市外移動_転入,総数,9650
平成26,2014,5,市外移動_転入,男,5298
平成26,2014,5,市外移動_転入,女,4352
平成26,2014,5,市外移動_転出,総数,8781
平成26,2014,5,市外移動_転出,男,4908
平成26,2014,5,市外移動_転出,女,3873
平成26,2014,5,市内移動_転入,総数,5425
平成26,2014,5,市内移動_転入,男,2787
平成26,2014,5,市内移動_転入,女,2638
平成26,2014,5,市内移動_転出,総数,5423
平成26,2014,5,市内移動_転出,男,2786
平成26,2014,5,市内移動_転出,女,2637
平成26,2014,5,その他増減,総数,-84
平成26,2014,5,その他増減,男,-77
平成26,2014,5,その他増減,女,-7
平成26,2014,5,自然増減,総数,57
平成26,2014,5,自然増減,男,-45
平成26,2014,5,自然増減,女,102
平成26,2014,5,出生,総数,2455
平成26,2014,5,出生,男,1275
平成26,2014,5,出生,女,1180
平成26,2014,5,死亡,総数,2398
平成26,2014,5,死亡,男,1320
平成26,2014,5,死亡,女,1078
平成26,2014,5,人口増減率,,0.02276
平成26,2014,5,社会増減率,,0.02122
平成26,2014,5,自然増減率,,0.00154
平成26,2014,6,世帯数増減,,757
平成26,2014,6,人口増減,総数,811
平成26,2014,6,人口増減,男,263
平成26,2014,6,人口増減,女,548
平成26,2014,6,社会増減,総数,407
平成26,2014,6,社会増減,男,96
平成26,2014,6,社会増減,女,311
平成26,2014,6,市外移動_転入,総数,9750
平成26,2014,6,市外移動_転入,男,5278
平成26,2014,6,市外移動_転入,女,4472
平成26,2014,6,市外移動_転出,総数,9211
平成26,2014,6,市外移動_転出,男,5113
平成26,2014,6,市外移動_転出,女,4098
平成26,2014,6,市内移動_転入,総数,5349
平成26,2014,6,市内移動_転入,男,2717
平成26,2014,6,市内移動_転入,女,2632
平成26,2014,6,市内移動_転出,総数,5345
平成26,2014,6,市内移動_転出,男,2714
平成26,2014,6,市内移動_転出,女,2631
平成26,2014,6,その他増減,総数,-136
平成26,2014,6,その他増減,男,-72
平成26,2014,6,その他増減,女,-64
平成26,2014,6,自然増減,総数,404
平成26,2014,6,自然増減,男,167
平成26,2014,6,自然増減,女,237
平成26,2014,6,出生,総数,2590
平成26,2014,6,出生,男,1333
平成26,2014,6,出生,女,1257
平成26,2014,6,死亡,総数,2186
平成26,2014,6,死亡,男,1166
平成26,2014,6,死亡,女,1020
平成26,2014,6,人口増減率,,0.02187
平成26,2014,6,社会増減率,,0.01097
平成26,2014,6,自然増減率,,0.01089
平成26,2014,7,世帯数増減,,203
平成26,2014,7,人口増減,総数,-91
平成26,2014,7,人口増減,男,-167
平成26,2014,7,人口増減,女,76
平成26,2014,7,社会増減,総数,-444
平成26,2014,7,社会増減,男,-257
平成26,2014,7,社会増減,女,-187
平成26,2014,7,市外移動_転入,総数,10192
平成26,2014,7,市外移動_転入,男,5522
平成26,2014,7,市外移動_転入,女,4670
平成26,2014,7,市外移動_転出,総数,10423
平成26,2014,7,市外移動_転出,男,5615
平成26,2014,7,市外移動_転出,女,4808
平成26,2014,7,市内移動_転入,総数,5953
平成26,2014,7,市内移動_転入,男,3144
平成26,2014,7,市内移動_転入,女,2809
平成26,2014,7,市内移動_転出,総数,5948
平成26,2014,7,市内移動_転出,男,3139
平成26,2014,7,市内移動_転出,女,2809
平成26,2014,7,その他増減,総数,-218
平成26,2014,7,その他増減,男,-169
平成26,2014,7,その他増減,女,-49
平成26,2014,7,自然増減,総数,353
平成26,2014,7,自然増減,男,90
平成26,2014,7,自然増減,女,263
平成26,2014,7,出生,総数,2727
平成26,2014,7,出生,男,1403
平成26,2014,7,出生,女,1324
平成26,2014,7,死亡,総数,2374
平成26,2014,7,死亡,男,1313
平成26,2014,7,死亡,女,1061
平成26,2014,7,人口増減率,,-0.00245
平成26,2014,7,社会増減率,,-0.01197
平成26,2014,7,自然増減率,,0.00952
平成26,2014,8,世帯数増減,,128
平成26,2014,8,人口増減,総数,41
平成26,2014,8,人口増減,男,-116
平成26,2014,8,人口増減,女,157
平成26,2014,8,社会増減,総数,-290
平成26,2014,8,社会増減,男,-170
平成26,2014,8,社会増減,女,-120
平成26,2014,8,市外移動_転入,総数,9345
平成26,2014,8,市外移動_転入,男,5029
平成26,2014,8,市外移動_転入,女,4316
平成26,2014,8,市外移動_転出,総数,9489
平成26,2014,8,市外移動_転出,男,5095
平成26,2014,8,市外移動_転出,女,4394
平成26,2014,8,市内移動_転入,総数,5278
平成26,2014,8,市内移動_転入,男,2722
平成26,2014,8,市内移動_転入,女,2556
平成26,2014,8,市内移動_転出,総数,5271
平成26,2014,8,市内移動_転出,男,2717
平成26,2014,8,市内移動_転出,女,2554
平成26,2014,8,その他増減,総数,-153
平成26,2014,8,その他増減,男,-109
平成26,2014,8,その他増減,女,-44
平成26,2014,8,自然増減,総数,331
平成26,2014,8,自然増減,男,54
平成26,2014,8,自然増減,女,277
平成26,2014,8,出生,総数,2564
平成26,2014,8,出生,男,1302
平成26,2014,8,出生,女,1262
平成26,2014,8,死亡,総数,2233
平成26,2014,8,死亡,男,1248
平成26,2014,8,死亡,女,985
平成26,2014,8,人口増減率,,0.00111
平成26,2014,8,社会増減率,,-0.00782
平成26,2014,8,自然増減率,,0.00892
平成26,2014,9,世帯数増減,,511
平成26,2014,9,人口増減,総数,281
平成26,2014,9,人口増減,男,-115
平成26,2014,9,人口増減,女,396
平成26,2014,9,社会増減,総数,-85
平成26,2014,9,社会増減,男,-249
平成26,2014,9,社会増減,女,164
平成26,2014,9,市外移動_転入,総数,9967
平成26,2014,9,市外移動_転入,男,5384
平成26,2014,9,市外移動_転入,女,4583
平成26,2014,9,市外移動_転出,総数,10048
平成26,2014,9,市外移動_転出,男,5615
平成26,2014,9,市外移動_転出,女,4433
平成26,2014,9,市内移動_転入,総数,5660
平成26,2014,9,市内移動_転入,男,2942
平成26,2014,9,市内移動_転入,女,2718
平成26,2014,9,市内移動_転出,総数,5654
平成26,2014,9,市内移動_転出,男,2937
平成26,2014,9,市内移動_転出,女,2717
平成26,2014,9,その他増減,総数,-10
平成26,2014,9,その他増減,男,-23
平成26,2014,9,その他増減,女,13
平成26,2014,9,自然増減,総数,366
平成26,2014,9,自然増減,男,134
平成26,2014,9,自然増減,女,232
平成26,2014,9,出生,総数,2759
平成26,2014,9,出生,男,1400
平成26,2014,9,出生,女,1359
平成26,2014,9,死亡,総数,2393
平成26,2014,9,死亡,男,1266
平成26,2014,9,死亡,女,1127
平成26,2014,9,人口増減率,,0.00757
平成26,2014,9,社会増減率,,-0.00229
平成26,2014,9,自然増減率,,0.00987
平成26,2014,10,世帯数増減,,1142
平成26,2014,10,人口増減,総数,1532
平成26,2014,10,人口増減,男,762
平成26,2014,10,人口増減,女,770
平成26,2014,10,社会増減,総数,1150
平成26,2014,10,社会増減,男,609
平成26,2014,10,社会増減,女,541
平成26,2014,10,市外移動_転入,総数,10619
平成26,2014,10,市外移動_転入,男,5781
平成26,2014,10,市外移動_転入,女,4838
平成26,2014,10,市外移動_転出,総数,9374
平成26,2014,10,市外移動_転出,男,5088
平成26,2014,10,市外移動_転出,女,4286
平成26,2014,10,市内移動_転入,総数,5894
平成26,2014,10,市内移動_転入,男,3064
平成26,2014,10,市内移動_転入,女,2830
平成26,2014,10,市内移動_転出,総数,5890
平成26,2014,10,市内移動_転出,男,3061
平成26,2014,10,市内移動_転出,女,2829
平成26,2014,10,その他増減,総数,-99
平成26,2014,10,その他増減,男,-87
平成26,2014,10,その他増減,女,-12
平成26,2014,10,自然増減,総数,382
平成26,2014,10,自然増減,男,153
平成26,2014,10,自然増減,女,229
平成26,2014,10,出生,総数,2949
平成26,2014,10,出生,男,1522
平成26,2014,10,出生,女,1427
平成26,2014,10,死亡,総数,2567
平成26,2014,10,死亡,男,1369
平成26,2014,10,死亡,女,1198
平成26,2014,10,人口増減率,,0.04129
平成26,2014,10,社会増減率,,0.031
平成26,2014,10,自然増減率,,0.0103
平成26,2014,11,世帯数増減,,222
平成26,2014,11,人口増減,総数,91
平成26,2014,11,人口増減,男,-68
平成26,2014,11,人口増減,女,159
平成26,2014,11,社会増減,総数,-23
平成26,2014,11,社会増減,男,-71
平成26,2014,11,社会増減,女,48
平成26,2014,11,市外移動_転入,総数,7525
平成26,2014,11,市外移動_転入,男,4022
平成26,2014,11,市外移動_転入,女,3503
平成26,2014,11,市外移動_転出,総数,7507
平成26,2014,11,市外移動_転出,男,4073
平成26,2014,11,市外移動_転出,女,3434
平成26,2014,11,市内移動_転入,総数,5190
平成26,2014,11,市内移動_転入,男,2675
平成26,2014,11,市内移動_転入,女,2515
平成26,2014,11,市内移動_転出,総数,5185
平成26,2014,11,市内移動_転出,男,2670
平成26,2014,11,市内移動_転出,女,2515
平成26,2014,11,その他増減,総数,-46
平成26,2014,11,その他増減,男,-25
平成26,2014,11,その他増減,女,-21
平成26,2014,11,自然増減,総数,114
平成26,2014,11,自然増減,男,3
平成26,2014,11,自然増減,女,111
平成26,2014,11,出生,総数,2453
平成26,2014,11,出生,男,1274
平成26,2014,11,出生,女,1179
平成26,2014,11,死亡,総数,2339
平成26,2014,11,死亡,男,1271
平成26,2014,11,死亡,女,1068
平成26,2014,11,人口増減率,,0.00245
平成26,2014,11,社会増減率,,-0.00062
平成26,2014,11,自然増減率,,0.00307
平成26,2014,12,世帯数増減,,-60
平成26,2014,12,人口増減,総数,-181
平成26,2014,12,人口増減,男,-310
平成26,2014,12,人口増減,女,129
平成26,2014,12,社会増減,総数,-170
平成26,2014,12,社会増減,男,-235
平成26,2014,12,社会増減,女,65
平成26,2014,12,市外移動_転入,総数,9088
平成26,2014,12,市外移動_転入,男,4787
平成26,2014,12,市外移動_転入,女,4301
平成26,2014,12,市外移動_転出,総数,9207
平成26,2014,12,市外移動_転出,男,4979
平成26,2014,12,市外移動_転出,女,4228
平成26,2014,12,市内移動_転入,総数,6235
平成26,2014,12,市内移動_転入,男,3148
平成26,2014,12,市内移動_転入,女,3087
平成26,2014,12,市内移動_転出,総数,6235
平成26,2014,12,市内移動_転出,男,3148
平成26,2014,12,市内移動_転出,女,3087
平成26,2014,12,その他増減,総数,-51
平成26,2014,12,その他増減,男,-43
平成26,2014,12,その他増減,女,-8
平成26,2014,12,自然増減,総数,-11
平成26,2014,12,自然増減,男,-75
平成26,2014,12,自然増減,女,64
平成26,2014,12,出生,総数,2569
平成26,2014,12,出生,男,1306
平成26,2014,12,出生,女,1263
平成26,2014,12,死亡,総数,2580
平成26,2014,12,死亡,男,1381
平成26,2014,12,死亡,女,1199
平成26,2014,12,人口増減率,,-0.00488
平成26,2014,12,社会増減率,,-0.00458
平成26,2014,12,自然増減率,,-0.0003
平成27,2015,1,世帯数増減,,-248
平成27,2015,1,人口増減,総数,-626
平成27,2015,1,人口増減,男,-396
平成27,2015,1,人口増減,女,-230
平成27,2015,1,社会増減,総数,65
平成27,2015,1,社会増減,男,-21
平成27,2015,1,社会増減,女,86
平成27,2015,1,市外移動_転入,総数,8626
平成27,2015,1,市外移動_転入,男,4651
平成27,2015,1,市外移動_転入,女,3975
平成27,2015,1,市外移動_転出,総数,8421
平成27,2015,1,市外移動_転出,男,4577
平成27,2015,1,市外移動_転出,女,3844
平成27,2015,1,市内移動_転入,総数,4974
平成27,2015,1,市内移動_転入,男,2566
平成27,2015,1,市内移動_転入,女,2408
平成27,2015,1,市内移動_転出,総数,4970
平成27,2015,1,市内移動_転出,男,2563
平成27,2015,1,市内移動_転出,女,2407
平成27,2015,1,その他増減,総数,-144
平成27,2015,1,その他増減,男,-98
平成27,2015,1,その他増減,女,-46
平成27,2015,1,自然増減,総数,-691
平成27,2015,1,自然増減,男,-375
平成27,2015,1,自然増減,女,-316
平成27,2015,1,出生,総数,2794
平成27,2015,1,出生,男,1463
平成27,2015,1,出生,女,1331
平成27,2015,1,死亡,総数,3485
平成27,2015,1,死亡,男,1838
平成27,2015,1,死亡,女,1647
平成27,2015,1,人口増減率,,-0.01687
平成27,2015,1,社会増減率,,0.00175
平成27,2015,1,自然増減率,,-0.01862
平成27,2015,2,世帯数増減,,-258
平成27,2015,2,人口増減,総数,-1357
平成27,2015,2,人口増減,男,-711
平成27,2015,2,人口増減,女,-646
平成27,2015,2,社会増減,総数,-1094
平成27,2015,2,社会増減,男,-521
平成27,2015,2,社会増減,女,-573
平成27,2015,2,市外移動_転入,総数,9040
平成27,2015,2,市外移動_転入,男,5002
平成27,2015,2,市外移動_転入,女,4038
平成27,2015,2,市外移動_転出,総数,9992
平成27,2015,2,市外移動_転出,男,5374
平成27,2015,2,市外移動_転出,女,4618
平成27,2015,2,市内移動_転入,総数,5660
平成27,2015,2,市内移動_転入,男,2932
平成27,2015,2,市内移動_転入,女,2728
平成27,2015,2,市内移動_転出,総数,5653
平成27,2015,2,市内移動_転出,男,2928
平成27,2015,2,市内移動_転出,女,2725
平成27,2015,2,その他増減,総数,-149
平成27,2015,2,その他増減,男,-153
平成27,2015,2,その他増減,女,4
平成27,2015,2,自然増減,総数,-263
平成27,2015,2,自然増減,男,-190
平成27,2015,2,自然増減,女,-73
平成27,2015,2,出生,総数,2342
平成27,2015,2,出生,男,1200
平成27,2015,2,出生,女,1142
平成27,2015,2,死亡,総数,2605
平成27,2015,2,死亡,男,1390
平成27,2015,2,死亡,女,1215
平成27,2015,2,人口増減率,,-0.03657
平成27,2015,2,社会増減率,,-0.02948
平成27,2015,2,自然増減率,,-0.00709
平成27,2015,3,世帯数増減,,6753
平成27,2015,3,人口増減,総数,2703
平成27,2015,3,人口増減,男,797
平成27,2015,3,人口増減,女,1906
平成27,2015,3,社会増減,総数,2842
平成27,2015,3,社会増減,男,947
平成27,2015,3,社会増減,女,1895
平成27,2015,3,市外移動_転入,総数,28542
平成27,2015,3,市外移動_転入,男,15235
平成27,2015,3,市外移動_転入,女,13307
平成27,2015,3,市外移動_転出,総数,25776
平成27,2015,3,市外移動_転出,男,14283
平成27,2015,3,市外移動_転出,女,11493
平成27,2015,3,市内移動_転入,総数,9382
平成27,2015,3,市内移動_転入,男,4777
平成27,2015,3,市内移動_転入,女,4605
平成27,2015,3,市内移動_転出,総数,9378
平成27,2015,3,市内移動_転出,男,4773
平成27,2015,3,市内移動_転出,女,4605
平成27,2015,3,その他増減,総数,72
平成27,2015,3,その他増減,男,-9
平成27,2015,3,その他増減,女,81
平成27,2015,3,自然増減,総数,-139
平成27,2015,3,自然増減,男,-150
平成27,2015,3,自然増減,女,11
平成27,2015,3,出生,総数,2548
平成27,2015,3,出生,男,1326
平成27,2015,3,出生,女,1222
平成27,2015,3,死亡,総数,2687
平成27,2015,3,死亡,男,1476
平成27,2015,3,死亡,女,1211
平成27,2015,3,人口増減率,,0.07287
平成27,2015,3,社会増減率,,0.07661
平成27,2015,3,自然増減率,,-0.00375
平成27,2015,4,世帯数増減,,5944
平成27,2015,4,人口増減,総数,6743
平成27,2015,4,人口増減,男,3777
平成27,2015,4,人口増減,女,2966
平成27,2015,4,社会増減,総数,6736
平成27,2015,4,社会増減,男,3876
平成27,2015,4,社会増減,女,2860
平成27,2015,4,市外移動_転入,総数,19602
平成27,2015,4,市外移動_転入,男,11119
平成27,2015,4,市外移動_転入,女,8483
平成27,2015,4,市外移動_転出,総数,12826
平成27,2015,4,市外移動_転出,男,7188
平成27,2015,4,市外移動_転出,女,5638
平成27,2015,4,市内移動_転入,総数,7613
平成27,2015,4,市内移動_転入,男,3913
平成27,2015,4,市内移動_転入,女,3700
平成27,2015,4,市内移動_転出,総数,7607
平成27,2015,4,市内移動_転出,男,3908
平成27,2015,4,市内移動_転出,女,3699
平成27,2015,4,その他増減,総数,-46
平成27,2015,4,その他増減,男,-60
平成27,2015,4,その他増減,女,14
平成27,2015,4,自然増減,総数,7
平成27,2015,4,自然増減,男,-99
平成27,2015,4,自然増減,女,106
平成27,2015,4,出生,総数,2525
平成27,2015,4,出生,男,1301
平成27,2015,4,出生,女,1224
平成27,2015,4,死亡,総数,2518
平成27,2015,4,死亡,男,1400
平成27,2015,4,死亡,女,1118
平成27,2015,4,人口増減率,,0.18165
平成27,2015,4,社会増減率,,0.18146
平成27,2015,4,自然増減率,,0.00019
平成27,2015,5,世帯数増減,,849
平成27,2015,5,人口増減,総数,622
平成27,2015,5,人口増減,男,266
平成27,2015,5,人口増減,女,356
平成27,2015,5,社会増減,総数,338
平成27,2015,5,社会増減,男,202
平成27,2015,5,社会増減,女,136
平成27,2015,5,市外移動_転入,総数,9349
平成27,2015,5,市外移動_転入,男,5165
平成27,2015,5,市外移動_転入,女,4184
平成27,2015,5,市外移動_転出,総数,9013
平成27,2015,5,市外移動_転出,男,4964
平成27,2015,5,市外移動_転出,女,4049
平成27,2015,5,市内移動_転入,総数,5417
平成27,2015,5,市内移動_転入,男,2751
平成27,2015,5,市内移動_転入,女,2666
平成27,2015,5,市内移動_転出,総数,5411
平成27,2015,5,市内移動_転出,男,2748
平成27,2015,5,市内移動_転出,女,2663
平成27,2015,5,その他増減,総数,-4
平成27,2015,5,その他増減,男,-2
平成27,2015,5,その他増減,女,-2
平成27,2015,5,自然増減,総数,284
平成27,2015,5,自然増減,男,64
平成27,2015,5,自然増減,女,220
平成27,2015,5,出生,総数,2542
平成27,2015,5,出生,男,1289
平成27,2015,5,出生,女,1253
平成27,2015,5,死亡,総数,2258
平成27,2015,5,死亡,男,1225
平成27,2015,5,死亡,女,1033
平成27,2015,5,人口増減率,,0.01673
平成27,2015,5,社会増減率,,0.00909
平成27,2015,5,自然増減率,,0.00764
平成27,2015,6,世帯数増減,,853
平成27,2015,6,人口増減,総数,361
平成27,2015,6,人口増減,男,-175
平成27,2015,6,人口増減,女,536
平成27,2015,6,社会増減,総数,184
平成27,2015,6,社会増減,男,-192
平成27,2015,6,社会増減,女,376
平成27,2015,6,市外移動_転入,総数,10397
平成27,2015,6,市外移動_転入,男,5565
平成27,2015,6,市外移動_転入,女,4832
平成27,2015,6,市外移動_転出,総数,10203
平成27,2015,6,市外移動_転出,男,5702
平成27,2015,6,市外移動_転出,女,4501
平成27,2015,6,市内移動_転入,総数,6033
平成27,2015,6,市内移動_転入,男,3134
平成27,2015,6,市内移動_転入,女,2899
平成27,2015,6,市内移動_転出,総数,6027
平成27,2015,6,市内移動_転出,男,3128
平成27,2015,6,市内移動_転出,女,2899
平成27,2015,6,その他増減,総数,-16
平成27,2015,6,その他増減,男,-61
平成27,2015,6,その他増減,女,45
平成27,2015,6,自然増減,総数,177
平成27,2015,6,自然増減,男,17
平成27,2015,6,自然増減,女,160
平成27,2015,6,出生,総数,2595
平成27,2015,6,出生,男,1310
平成27,2015,6,出生,女,1285
平成27,2015,6,死亡,総数,2418
平成27,2015,6,死亡,男,1293
平成27,2015,6,死亡,女,1125
平成27,2015,6,人口増減率,,0.00971
平成27,2015,6,社会増減率,,0.00495
平成27,2015,6,自然増減率,,0.00476
平成27,2015,7,世帯数増減,,-106
平成27,2015,7,人口増減,総数,-508
平成27,2015,7,人口増減,男,-383
平成27,2015,7,人口増減,女,-125
平成27,2015,7,社会増減,総数,-721
平成27,2015,7,社会増減,男,-393
平成27,2015,7,社会増減,女,-328
平成27,2015,7,市外移動_転入,総数,10275
平成27,2015,7,市外移動_転入,男,5568
平成27,2015,7,市外移動_転入,女,4707
平成27,2015,7,市外移動_転出,総数,10706
平成27,2015,7,市外移動_転出,男,5776
平成27,2015,7,市外移動_転出,女,4930
