年（和暦）,年（西暦）,月,種別,性別,数・率
平成13,2001,9,市内移動_転出,総数,5638
平成13,2001,9,市内移動_転出,男,2916
平成13,2001,9,市内移動_転出,女,2722
平成13,2001,9,その他増減,総数,4
平成13,2001,9,その他増減,男,-21
平成13,2001,9,その他増減,女,25
平成13,2001,9,自然増減,総数,1324
平成13,2001,9,自然増減,男,596
平成13,2001,9,自然増減,女,728
平成13,2001,9,出生,総数,2753
平成13,2001,9,出生,男,1400
平成13,2001,9,出生,女,1353
平成13,2001,9,死亡,総数,1429
平成13,2001,9,死亡,男,804
平成13,2001,9,死亡,女,625
平成13,2001,9,人口増減率,,0.04509
平成13,2001,9,社会増減率,,0.00682
平成13,2001,9,自然増減率,,0.03827
平成13,2001,10,世帯数増減,,3199
平成13,2001,10,人口増減,総数,4549
平成13,2001,10,人口増減,男,2163
平成13,2001,10,人口増減,女,2386
平成13,2001,10,社会増減,総数,3071
平成13,2001,10,社会増減,男,1542
平成13,2001,10,社会増減,女,1529
平成13,2001,10,市外移動_転入,総数,14084
平成13,2001,10,市外移動_転入,男,7669
平成13,2001,10,市外移動_転入,女,6415
平成13,2001,10,市外移動_転出,総数,11094
平成13,2001,10,市外移動_転出,男,6164
平成13,2001,10,市外移動_転出,女,4930
平成13,2001,10,市内移動_転入,総数,7771
平成13,2001,10,市内移動_転入,男,4024
平成13,2001,10,市内移動_転入,女,3747
平成13,2001,10,市内移動_転出,総数,7745
平成13,2001,10,市内移動_転出,男,4002
平成13,2001,10,市内移動_転出,女,3743
平成13,2001,10,その他増減,総数,55
平成13,2001,10,その他増減,男,15
平成13,2001,10,その他増減,女,40
平成13,2001,10,自然増減,総数,1478
平成13,2001,10,自然増減,男,621
平成13,2001,10,自然増減,女,857
平成13,2001,10,出生,総数,3285
平成13,2001,10,出生,男,1678
平成13,2001,10,出生,女,1607
平成13,2001,10,死亡,総数,1807
平成13,2001,10,死亡,男,1057
平成13,2001,10,死亡,女,750
平成13,2001,10,人口増減率,,0.13142
平成13,2001,10,社会増減率,,0.08872
平成13,2001,10,自然増減率,,0.0427
平成13,2001,11,世帯数増減,,1527
平成13,2001,11,人口増減,総数,2028
平成13,2001,11,人口増減,男,671
平成13,2001,11,人口増減,女,1357
平成13,2001,11,社会増減,総数,930
平成13,2001,11,社会増減,男,187
平成13,2001,11,社会増減,女,743
平成13,2001,11,市外移動_転入,総数,10891
平成13,2001,11,市外移動_転入,男,5684
平成13,2001,11,市外移動_転入,女,5207
平成13,2001,11,市外移動_転出,総数,9945
平成13,2001,11,市外移動_転出,男,5425
平成13,2001,11,市外移動_転出,女,4520
平成13,2001,11,市内移動_転入,総数,7414
平成13,2001,11,市内移動_転入,男,3835
平成13,2001,11,市内移動_転入,女,3579
平成13,2001,11,市内移動_転出,総数,7391
平成13,2001,11,市内移動_転出,男,3821
平成13,2001,11,市内移動_転出,女,3570
平成13,2001,11,その他増減,総数,-39
平成13,2001,11,その他増減,男,-86
平成13,2001,11,その他増減,女,47
平成13,2001,11,自然増減,総数,1098
平成13,2001,11,自然増減,男,484
平成13,2001,11,自然増減,女,614
平成13,2001,11,出生,総数,2809
平成13,2001,11,出生,男,1461
平成13,2001,11,出生,女,1348
平成13,2001,11,死亡,総数,1711
平成13,2001,11,死亡,男,977
平成13,2001,11,死亡,女,734
平成13,2001,11,人口増減率,,0.05851
平成13,2001,11,社会増減率,,0.02683
平成13,2001,11,自然増減率,,0.03168
平成13,2001,12,世帯数増減,,672
平成13,2001,12,人口増減,総数,841
平成13,2001,12,人口増減,男,65
平成13,2001,12,人口増減,女,776
平成13,2001,12,社会増減,総数,-34
平成13,2001,12,社会増減,男,-256
平成13,2001,12,社会増減,女,222
平成13,2001,12,市外移動_転入,総数,9975
平成13,2001,12,市外移動_転入,男,5240
平成13,2001,12,市外移動_転入,女,4735
平成13,2001,12,市外移動_転出,総数,9998
平成13,2001,12,市外移動_転出,男,5458
平成13,2001,12,市外移動_転出,女,4540
平成13,2001,12,市内移動_転入,総数,6335
平成13,2001,12,市内移動_転入,男,3211
平成13,2001,12,市内移動_転入,女,3124
平成13,2001,12,市内移動_転出,総数,6319
平成13,2001,12,市内移動_転出,男,3199
平成13,2001,12,市内移動_転出,女,3120
平成13,2001,12,その他増減,総数,-27
平成13,2001,12,その他増減,男,-50
平成13,2001,12,その他増減,女,23
平成13,2001,12,自然増減,総数,875
平成13,2001,12,自然増減,男,321
平成13,2001,12,自然増減,女,554
平成13,2001,12,出生,総数,2644
平成13,2001,12,出生,男,1322
平成13,2001,12,出生,女,1322
平成13,2001,12,死亡,総数,1769
平成13,2001,12,死亡,男,1001
平成13,2001,12,死亡,女,768
平成13,2001,12,人口増減率,,0.02425
平成13,2001,12,社会増減率,,-0.00098
平成13,2001,12,自然増減率,,0.02523
平成14,2002,1,世帯数増減,,1073
平成14,2002,1,人口増減,総数,1433
平成14,2002,1,人口増減,男,485
平成14,2002,1,人口増減,女,948
平成14,2002,1,社会増減,総数,659
平成14,2002,1,社会増減,男,239
平成14,2002,1,社会増減,女,420
平成14,2002,1,市外移動_転入,総数,9798
平成14,2002,1,市外移動_転入,男,5313
平成14,2002,1,市外移動_転入,女,4485
平成14,2002,1,市外移動_転出,総数,9261
平成14,2002,1,市外移動_転出,男,5125
平成14,2002,1,市外移動_転出,女,4136
平成14,2002,1,市内移動_転入,総数,5811
平成14,2002,1,市内移動_転入,男,3104
平成14,2002,1,市内移動_転入,女,2707
平成14,2002,1,市内移動_転出,総数,5800
平成14,2002,1,市内移動_転出,男,3096
平成14,2002,1,市内移動_転出,女,2704
平成14,2002,1,その他増減,総数,111
平成14,2002,1,その他増減,男,43
平成14,2002,1,その他増減,女,68
平成14,2002,1,自然増減,総数,774
平成14,2002,1,自然増減,男,246
平成14,2002,1,自然増減,女,528
平成14,2002,1,出生,総数,3032
平成14,2002,1,出生,男,1543
平成14,2002,1,出生,女,1489
平成14,2002,1,死亡,総数,2258
平成14,2002,1,死亡,男,1297
平成14,2002,1,死亡,女,961
平成14,2002,1,人口増減率,,0.04131
平成14,2002,1,社会増減率,,0.019
平成14,2002,1,自然増減率,,0.02231
平成14,2002,2,世帯数増減,,826
平成14,2002,2,人口増減,総数,662
平成14,2002,2,人口増減,男,123
平成14,2002,2,人口増減,女,539
平成14,2002,2,社会増減,総数,-129
平成14,2002,2,社会増減,男,-195
平成14,2002,2,社会増減,女,66
平成14,2002,2,市外移動_転入,総数,10305
平成14,2002,2,市外移動_転入,男,5664
平成14,2002,2,市外移動_転入,女,4641
平成14,2002,2,市外移動_転出,総数,10363
平成14,2002,2,市外移動_転出,男,5768
平成14,2002,2,市外移動_転出,女,4595
平成14,2002,2,市内移動_転入,総数,7270
平成14,2002,2,市内移動_転入,男,3822
平成14,2002,2,市内移動_転入,女,3448
平成14,2002,2,市内移動_転出,総数,7253
平成14,2002,2,市内移動_転出,男,3809
平成14,2002,2,市内移動_転出,女,3444
平成14,2002,2,その他増減,総数,-88
平成14,2002,2,その他増減,男,-104
平成14,2002,2,その他増減,女,16
平成14,2002,2,自然増減,総数,791
平成14,2002,2,自然増減,男,318
平成14,2002,2,自然増減,女,473
平成14,2002,2,出生,総数,2594
平成14,2002,2,出生,男,1335
平成14,2002,2,出生,女,1259
平成14,2002,2,死亡,総数,1803
平成14,2002,2,死亡,男,1017
平成14,2002,2,死亡,女,786
平成14,2002,2,人口増減率,,0.01907
平成14,2002,2,社会増減率,,-0.00372
平成14,2002,2,自然増減率,,0.02279
平成14,2002,3,世帯数増減,,3333
平成14,2002,3,人口増減,総数,-413
平成14,2002,3,人口増減,男,-676
平成14,2002,3,人口増減,女,263
平成14,2002,3,社会増減,総数,-1236
平成14,2002,3,社会増減,男,-990
平成14,2002,3,社会増減,女,-246
平成14,2002,3,市外移動_転入,総数,26845
平成14,2002,3,市外移動_転入,男,14670
平成14,2002,3,市外移動_転入,女,12175
平成14,2002,3,市外移動_転出,総数,28057
平成14,2002,3,市外移動_転出,男,15553
平成14,2002,3,市外移動_転出,女,12504
平成14,2002,3,市内移動_転入,総数,11646
平成14,2002,3,市内移動_転入,男,6028
平成14,2002,3,市内移動_転入,女,5618
平成14,2002,3,市内移動_転出,総数,11611
平成14,2002,3,市内移動_転出,男,6007
平成14,2002,3,市内移動_転出,女,5604
平成14,2002,3,その他増減,総数,-59
平成14,2002,3,その他増減,男,-128
平成14,2002,3,その他増減,女,69
平成14,2002,3,自然増減,総数,823
平成14,2002,3,自然増減,男,314
平成14,2002,3,自然増減,女,509
平成14,2002,3,出生,総数,2583
平成14,2002,3,出生,男,1313
平成14,2002,3,出生,女,1270
平成14,2002,3,死亡,総数,1760
平成14,2002,3,死亡,男,999
平成14,2002,3,死亡,女,761
平成14,2002,3,人口増減率,,-0.0119
平成14,2002,3,社会増減率,,-0.03561
平成14,2002,3,自然増減率,,0.02371
平成14,2002,4,世帯数増減,,12058
平成14,2002,4,人口増減,総数,15680
平成14,2002,4,人口増減,男,8748
平成14,2002,4,人口増減,女,6932
平成14,2002,4,社会増減,総数,14599
平成14,2002,4,社会増減,男,8355
平成14,2002,4,社会増減,女,6244
平成14,2002,4,市外移動_転入,総数,29893
平成14,2002,4,市外移動_転入,男,17106
平成14,2002,4,市外移動_転入,女,12787
平成14,2002,4,市外移動_転出,総数,15374
平成14,2002,4,市外移動_転出,男,8771
平成14,2002,4,市外移動_転出,女,6603
平成14,2002,4,市内移動_転入,総数,10731
平成14,2002,4,市内移動_転入,男,5543
平成14,2002,4,市内移動_転入,女,5188
平成14,2002,4,市内移動_転出,総数,10706
平成14,2002,4,市内移動_転出,男,5530
平成14,2002,4,市内移動_転出,女,5176
平成14,2002,4,その他増減,総数,55
平成14,2002,4,その他増減,男,7
平成14,2002,4,その他増減,女,48
平成14,2002,4,自然増減,総数,1081
平成14,2002,4,自然増減,男,393
平成14,2002,4,自然増減,女,688
平成14,2002,4,出生,総数,2766
平成14,2002,4,出生,男,1361
平成14,2002,4,出生,女,1405
平成14,2002,4,死亡,総数,1685
平成14,2002,4,死亡,男,968
平成14,2002,4,死亡,女,717
平成14,2002,4,人口増減率,,0.45177
平成14,2002,4,社会増減率,,0.42062
平成14,2002,4,自然増減率,,0.03115
平成14,2002,5,世帯数増減,,2784
平成14,2002,5,人口増減,総数,3224
平成14,2002,5,人口増減,男,1560
平成14,2002,5,人口増減,女,1664
平成14,2002,5,社会増減,総数,2109
平成14,2002,5,社会増減,男,1152
平成14,2002,5,社会増減,女,957
平成14,2002,5,市外移動_転入,総数,12753
平成14,2002,5,市外移動_転入,男,6961
平成14,2002,5,市外移動_転入,女,5792
平成14,2002,5,市外移動_転出,総数,10760
平成14,2002,5,市外移動_転出,男,5873
平成14,2002,5,市外移動_転出,女,4887
平成14,2002,5,市内移動_転入,総数,6538
平成14,2002,5,市内移動_転入,男,3363
平成14,2002,5,市内移動_転入,女,3175
平成14,2002,5,市内移動_転出,総数,6508
平成14,2002,5,市内移動_転出,男,3340
平成14,2002,5,市内移動_転出,女,3168
平成14,2002,5,その他増減,総数,86
平成14,2002,5,その他増減,男,41
平成14,2002,5,その他増減,女,45
平成14,2002,5,自然増減,総数,1115
平成14,2002,5,自然増減,男,408
平成14,2002,5,自然増減,女,707
平成14,2002,5,出生,総数,2958
平成14,2002,5,出生,男,1465
平成14,2002,5,出生,女,1493
平成14,2002,5,死亡,総数,1843
平成14,2002,5,死亡,男,1057
平成14,2002,5,死亡,女,786
平成14,2002,5,人口増減率,,0.09247
平成14,2002,5,社会増減率,,0.06049
平成14,2002,5,自然増減率,,0.03198
平成14,2002,6,世帯数増減,,1394
平成14,2002,6,人口増減,総数,1465
平成14,2002,6,人口増減,男,494
平成14,2002,6,人口増減,女,971
平成14,2002,6,社会増減,総数,423
平成14,2002,6,社会増減,男,-18
平成14,2002,6,社会増減,女,441
平成14,2002,6,市外移動_転入,総数,9542
平成14,2002,6,市外移動_転入,男,5102
平成14,2002,6,市外移動_転入,女,4440
平成14,2002,6,市外移動_転出,総数,9131
平成14,2002,6,市外移動_転出,男,5109
平成14,2002,6,市外移動_転出,女,4022
平成14,2002,6,市内移動_転入,総数,5547
平成14,2002,6,市内移動_転入,男,2846
平成14,2002,6,市内移動_転入,女,2701
平成14,2002,6,市内移動_転出,総数,5527
平成14,2002,6,市内移動_転出,男,2829
平成14,2002,6,市内移動_転出,女,2698
平成14,2002,6,その他増減,総数,-8
平成14,2002,6,その他増減,男,-28
平成14,2002,6,その他増減,女,20
平成14,2002,6,自然増減,総数,1042
平成14,2002,6,自然増減,男,512
平成14,2002,6,自然増減,女,530
平成14,2002,6,出生,総数,2552
平成14,2002,6,出生,男,1350
平成14,2002,6,出生,女,1202
平成14,2002,6,死亡,総数,1510
平成14,2002,6,死亡,男,838
平成14,2002,6,死亡,女,672
平成14,2002,6,人口増減率,,0.04198
平成14,2002,6,社会増減率,,0.01212
平成14,2002,6,自然増減率,,0.02986
平成14,2002,7,世帯数増減,,1548
平成14,2002,7,人口増減,総数,2051
平成14,2002,7,人口増減,男,711
平成14,2002,7,人口増減,女,1340
平成14,2002,7,社会増減,総数,728
平成14,2002,7,社会増減,男,139
平成14,2002,7,社会増減,女,589
平成14,2002,7,市外移動_転入,総数,12716
平成14,2002,7,市外移動_転入,男,6820
平成14,2002,7,市外移動_転入,女,5896
平成14,2002,7,市外移動_転出,総数,11994
平成14,2002,7,市外移動_転出,男,6640
平成14,2002,7,市外移動_転出,女,5354
平成14,2002,7,市内移動_転入,総数,7024
平成14,2002,7,市内移動_転入,男,3669
平成14,2002,7,市内移動_転入,女,3355
平成14,2002,7,市内移動_転出,総数,7000
平成14,2002,7,市内移動_転出,男,3654
平成14,2002,7,市内移動_転出,女,3346
平成14,2002,7,その他増減,総数,-18
平成14,2002,7,その他増減,男,-56
平成14,2002,7,その他増減,女,38
平成14,2002,7,自然増減,総数,1323
平成14,2002,7,自然増減,男,572
平成14,2002,7,自然増減,女,751
平成14,2002,7,出生,総数,3119
平成14,2002,7,出生,男,1574
平成14,2002,7,出生,女,1545
平成14,2002,7,死亡,総数,1796
平成14,2002,7,死亡,男,1002
平成14,2002,7,死亡,女,794
平成14,2002,7,人口増減率,,0.05875
平成14,2002,7,社会増減率,,0.02085
平成14,2002,7,自然増減率,,0.0379
平成14,2002,8,世帯数増減,,1629
平成14,2002,8,人口増減,総数,2345
平成14,2002,8,人口増減,男,1030
平成14,2002,8,人口増減,女,1315
平成14,2002,8,社会増減,総数,1084
平成14,2002,8,社会増減,男,471
平成14,2002,8,社会増減,女,613
平成14,2002,8,市外移動_転入,総数,12382
平成14,2002,8,市外移動_転入,男,6669
平成14,2002,8,市外移動_転入,女,5713
平成14,2002,8,市外移動_転出,総数,11318
平成14,2002,8,市外移動_転出,男,6175
平成14,2002,8,市外移動_転出,女,5143
平成14,2002,8,市内移動_転入,総数,6482
平成14,2002,8,市内移動_転入,男,3277
平成14,2002,8,市内移動_転入,女,3205
平成14,2002,8,市内移動_転出,総数,6464
平成14,2002,8,市内移動_転出,男,3264
平成14,2002,8,市内移動_転出,女,3200
平成14,2002,8,その他増減,総数,2
平成14,2002,8,その他増減,男,-36
平成14,2002,8,その他増減,女,38
